,Category,Name
378,Arabic,b'Abadi'
379,Arabic,b'Antoun'
380,Arabic,b'Baz'
381,Arabic,b'Naser'
382,Arabic,b'Assaf'
383,Arabic,b'Saliba'
384,Arabic,b'Nader'
385,Arabic,b'Mikhail'
386,Arabic,b'Naser'
387,Arabic,b'Daher'
388,Arabic,b'Morcos'
389,Arabic,b'Awad'
390,Arabic,b'Nahas'
391,Arabic,b'Sarkis'
392,Arabic,b'Malouf'
393,Arabic,b'Mustafa'
394,Arabic,b'Fakhoury'
395,Arabic,b'Ghannam'
396,Arabic,b'Shadid'
397,Arabic,b'Gaber'
398,Arabic,b'Koury'
399,Arabic,b'Atiyeh'
400,Arabic,b'Shamon'
401,Arabic,b'Boutros'
402,Arabic,b'Sarraf'
403,Arabic,b'Arian'
404,Arabic,b'Fakhoury'
405,Arabic,b'Abadi'
406,Arabic,b'Kassab'
407,Arabic,b'Nahas'
408,Arabic,b'Quraishi'
409,Arabic,b'Mansour'
410,Arabic,b'Samaha'
411,Arabic,b'Wasem'
412,Arabic,b'Seif'
413,Arabic,b'Fakhoury'
414,Arabic,b'Saliba'
415,Arabic,b'Cham'
416,Arabic,b'Bahar'
417,Arabic,b'Shamoun'
418,Arabic,b'Essa'
419,Arabic,b'Shamon'
420,Arabic,b'Asfour'
421,Arabic,b'Bitar'
422,Arabic,b'Cham'
423,Arabic,b'Tahan'
424,Arabic,b'Tannous'
425,Arabic,b'Daher'
426,Arabic,b'Khoury'
427,Arabic,b'Shamon'
428,Arabic,b'Bahar'
429,Arabic,b'Quraishi'
430,Arabic,b'Ghannam'
431,Arabic,b'Kassab'
432,Arabic,b'Zogby'
433,Arabic,b'Basara'
434,Arabic,b'Shammas'
435,Arabic,b'Arian'
436,Arabic,b'Sayegh'
437,Arabic,b'Naifeh'
438,Arabic,b'Mifsud'
439,Arabic,b'Sleiman'
440,Arabic,b'Arian'
441,Arabic,b'Kassis'
442,Arabic,b'Shamoun'
443,Arabic,b'Kassis'
444,Arabic,b'Harb'
445,Arabic,b'Mustafa'
446,Arabic,b'Boulos'
447,Arabic,b'Asghar'
448,Arabic,b'Shamon'
449,Arabic,b'Kanaan'
450,Arabic,b'Atiyeh'
451,Arabic,b'Kassab'
452,Arabic,b'Tahan'
453,Arabic,b'Bazzi'
454,Arabic,b'Kassis'
455,Arabic,b'Qureshi'
456,Arabic,b'Basara'
457,Arabic,b'Shalhoub'
458,Arabic,b'Sayegh'
459,Arabic,b'Haik'
460,Arabic,b'Attia'
461,Arabic,b'Maroun'
462,Arabic,b'Kassis'
463,Arabic,b'Sarkis'
464,Arabic,b'Harb'
465,Arabic,b'Assaf'
466,Arabic,b'Kattan'
467,Arabic,b'Antar'
468,Arabic,b'Sleiman'
469,Arabic,b'Touma'
470,Arabic,b'Sarraf'
471,Arabic,b'Bazzi'
472,Arabic,b'Boulos'
473,Arabic,b'Baz'
474,Arabic,b'Issa'
475,Arabic,b'Shamon'
476,Arabic,b'Shadid'
477,Arabic,b'Deeb'
478,Arabic,b'Sabbag'
479,Arabic,b'Wasem'
480,Arabic,b'Awad'
481,Arabic,b'Mansour'
482,Arabic,b'Saliba'
483,Arabic,b'Fakhoury'
484,Arabic,b'Arian'
485,Arabic,b'Bishara'
486,Arabic,b'Dagher'
487,Arabic,b'Bishara'
488,Arabic,b'Koury'
489,Arabic,b'Fakhoury'
490,Arabic,b'Naser'
491,Arabic,b'Nader'
492,Arabic,b'Antar'
493,Arabic,b'Gerges'
494,Arabic,b'Handal'
495,Arabic,b'Hanania'
496,Arabic,b'Shadid'
497,Arabic,b'Gerges'
498,Arabic,b'Kassis'
499,Arabic,b'Essa'
500,Arabic,b'Assaf'
501,Arabic,b'Shadid'
502,Arabic,b'Seif'
503,Arabic,b'Shalhoub'
504,Arabic,b'Shamoun'
505,Arabic,b'Hajjar'
506,Arabic,b'Baba'
507,Arabic,b'Sayegh'
508,Arabic,b'Mustafa'
509,Arabic,b'Sabbagh'
510,Arabic,b'Isa'
511,Arabic,b'Najjar'
512,Arabic,b'Tannous'
513,Arabic,b'Hanania'
514,Arabic,b'Ganem'
515,Arabic,b'Gerges'
516,Arabic,b'Fakhoury'
517,Arabic,b'Mifsud'
518,Arabic,b'Nahas'
519,Arabic,b'Bishara'
520,Arabic,b'Bishara'
521,Arabic,b'Abadi'
522,Arabic,b'Sarkis'
523,Arabic,b'Masih'
524,Arabic,b'Isa'
525,Arabic,b'Attia'
526,Arabic,b'Kalb'
527,Arabic,b'Essa'
528,Arabic,b'Boulos'
529,Arabic,b'Basara'
530,Arabic,b'Halabi'
531,Arabic,b'Halabi'
532,Arabic,b'Dagher'
533,Arabic,b'Attia'
534,Arabic,b'Kassis'
535,Arabic,b'Tuma'
536,Arabic,b'Gerges'
537,Arabic,b'Ghannam'
538,Arabic,b'Toma'
539,Arabic,b'Baz'
540,Arabic,b'Asghar'
541,Arabic,b'Zogby'
542,Arabic,b'Aswad'
543,Arabic,b'Hadad'
544,Arabic,b'Dagher'
545,Arabic,b'Naser'
546,Arabic,b'Shadid'
547,Arabic,b'Atiyeh'
548,Arabic,b'Zogby'
549,Arabic,b'Abboud'
550,Arabic,b'Tannous'
551,Arabic,b'Khouri'
552,Arabic,b'Atiyeh'
553,Arabic,b'Ganem'
554,Arabic,b'Maalouf'
555,Arabic,b'Isa'
556,Arabic,b'Maroun'
557,Arabic,b'Issa'
558,Arabic,b'Khouri'
559,Arabic,b'Harb'
560,Arabic,b'Nader'
561,Arabic,b'Awad'
562,Arabic,b'Nahas'
563,Arabic,b'Said'
564,Arabic,b'Baba'
565,Arabic,b'Totah'
566,Arabic,b'Ganim'
567,Arabic,b'Handal'
568,Arabic,b'Mansour'
569,Arabic,b'Basara'
570,Arabic,b'Malouf'
571,Arabic,b'Said'
572,Arabic,b'Botros'
573,Arabic,b'Samaha'
574,Arabic,b'Safar'
575,Arabic,b'Tahan'
576,Arabic,b'Botros'
577,Arabic,b'Shamoun'
578,Arabic,b'Handal'
579,Arabic,b'Sarraf'
580,Arabic,b'Malouf'
581,Arabic,b'Bishara'
582,Arabic,b'Aswad'
583,Arabic,b'Khouri'
584,Arabic,b'Baz'
585,Arabic,b'Asker'
586,Arabic,b'Toma'
587,Arabic,b'Koury'
588,Arabic,b'Gerges'
589,Arabic,b'Bishara'
590,Arabic,b'Boulos'
591,Arabic,b'Najjar'
592,Arabic,b'Aswad'
593,Arabic,b'Shamon'
594,Arabic,b'Kouri'
595,Arabic,b'Srour'
596,Arabic,b'Assaf'
597,Arabic,b'Tannous'
598,Arabic,b'Attia'
599,Arabic,b'Mustafa'
600,Arabic,b'Kattan'
601,Arabic,b'Asghar'
602,Arabic,b'Amari'
603,Arabic,b'Shadid'
604,Arabic,b'Said'
605,Arabic,b'Bazzi'
606,Arabic,b'Masih'
607,Arabic,b'Antar'
608,Arabic,b'Fakhoury'
609,Arabic,b'Shadid'
610,Arabic,b'Masih'
611,Arabic,b'Handal'
612,Arabic,b'Sarraf'
613,Arabic,b'Kassis'
614,Arabic,b'Salib'
615,Arabic,b'Hajjar'
616,Arabic,b'Totah'
617,Arabic,b'Koury'
618,Arabic,b'Totah'
619,Arabic,b'Mustafa'
620,Arabic,b'Sabbagh'
621,Arabic,b'Moghadam'
622,Arabic,b'Toma'
623,Arabic,b'Srour'
624,Arabic,b'Almasi'
625,Arabic,b'Totah'
626,Arabic,b'Maroun'
627,Arabic,b'Kattan'
628,Arabic,b'Naifeh'
629,Arabic,b'Sarkis'
630,Arabic,b'Mikhail'
631,Arabic,b'Nazari'
632,Arabic,b'Boutros'
633,Arabic,b'Guirguis'
634,Arabic,b'Gaber'
635,Arabic,b'Kassis'
636,Arabic,b'Masih'
637,Arabic,b'Hanania'
638,Arabic,b'Maloof'
639,Arabic,b'Quraishi'
640,Arabic,b'Cham'
641,Arabic,b'Hadad'
642,Arabic,b'Tahan'
643,Arabic,b'Bitar'
644,Arabic,b'Arian'
645,Arabic,b'Gaber'
646,Arabic,b'Baz'
647,Arabic,b'Mansour'
648,Arabic,b'Kalb'
649,Arabic,b'Sarkis'
650,Arabic,b'Attia'
651,Arabic,b'Antar'
652,Arabic,b'Asfour'
653,Arabic,b'Said'
654,Arabic,b'Essa'
655,Arabic,b'Koury'
656,Arabic,b'Hadad'
657,Arabic,b'Tuma'
658,Arabic,b'Moghadam'
659,Arabic,b'Sabbagh'
660,Arabic,b'Amari'
661,Arabic,b'Dagher'
662,Arabic,b'Srour'
663,Arabic,b'Antoun'
664,Arabic,b'Sleiman'
665,Arabic,b'Maroun'
666,Arabic,b'Tuma'
667,Arabic,b'Nahas'
668,Arabic,b'Hanania'
669,Arabic,b'Sayegh'
670,Arabic,b'Amari'
671,Arabic,b'Sabbagh'
672,Arabic,b'Said'
673,Arabic,b'Cham'
674,Arabic,b'Asker'
675,Arabic,b'Nassar'
676,Arabic,b'Bitar'
677,Arabic,b'Said'
678,Arabic,b'Dagher'
679,Arabic,b'Safar'
680,Arabic,b'Khouri'
681,Arabic,b'Totah'
682,Arabic,b'Khoury'
683,Arabic,b'Salib'
684,Arabic,b'Basara'
685,Arabic,b'Abboud'
686,Arabic,b'Baz'
687,Arabic,b'Isa'
688,Arabic,b'Cham'
689,Arabic,b'Amari'
690,Arabic,b'Mifsud'
691,Arabic,b'Hadad'
692,Arabic,b'Rahal'
693,Arabic,b'Khoury'
694,Arabic,b'Bazzi'
695,Arabic,b'Basara'
696,Arabic,b'Totah'
697,Arabic,b'Ghannam'
698,Arabic,b'Koury'
699,Arabic,b'Malouf'
700,Arabic,b'Zogby'
701,Arabic,b'Zogby'
702,Arabic,b'Boutros'
703,Arabic,b'Nassar'
704,Arabic,b'Handal'
705,Arabic,b'Hajjar'
706,Arabic,b'Maloof'
707,Arabic,b'Abadi'
708,Arabic,b'Maroun'
709,Arabic,b'Mifsud'
710,Arabic,b'Kalb'
711,Arabic,b'Amari'
712,Arabic,b'Hakimi'
713,Arabic,b'Boutros'
714,Arabic,b'Masih'
715,Arabic,b'Kattan'
716,Arabic,b'Haddad'
717,Arabic,b'Arian'
718,Arabic,b'Nazari'
719,Arabic,b'Assaf'
720,Arabic,b'Attia'
721,Arabic,b'Wasem'
722,Arabic,b'Gerges'
723,Arabic,b'Asker'
724,Arabic,b'Tahan'
725,Arabic,b'Fakhoury'
726,Arabic,b'Shadid'
727,Arabic,b'Sarraf'
728,Arabic,b'Attia'
729,Arabic,b'Naifeh'
730,Arabic,b'Aswad'
731,Arabic,b'Deeb'
732,Arabic,b'Tannous'
733,Arabic,b'Totah'
734,Arabic,b'Cham'
735,Arabic,b'Baba'
736,Arabic,b'Najjar'
737,Arabic,b'Hajjar'
738,Arabic,b'Shamoon'
739,Arabic,b'Handal'
740,Arabic,b'Awad'
741,Arabic,b'Guirguis'
742,Arabic,b'Awad'
743,Arabic,b'Ganem'
744,Arabic,b'Naifeh'
745,Arabic,b'Khoury'
746,Arabic,b'Hajjar'
747,Arabic,b'Moghadam'
748,Arabic,b'Mikhail'
749,Arabic,b'Ghannam'
750,Arabic,b'Guirguis'
751,Arabic,b'Tannous'
752,Arabic,b'Kanaan'
753,Arabic,b'Handal'
754,Arabic,b'Khoury'
755,Arabic,b'Kalb'
756,Arabic,b'Qureshi'
757,Arabic,b'Najjar'
758,Arabic,b'Atiyeh'
759,Arabic,b'Gerges'
760,Arabic,b'Nassar'
761,Arabic,b'Tahan'
762,Arabic,b'Hadad'
763,Arabic,b'Fakhoury'
764,Arabic,b'Salib'
765,Arabic,b'Wasem'
766,Arabic,b'Bitar'
767,Arabic,b'Fakhoury'
768,Arabic,b'Attia'
769,Arabic,b'Awad'
770,Arabic,b'Totah'
771,Arabic,b'Deeb'
772,Arabic,b'Touma'
773,Arabic,b'Botros'
774,Arabic,b'Nazari'
775,Arabic,b'Nahas'
776,Arabic,b'Kouri'
777,Arabic,b'Ghannam'
778,Arabic,b'Assaf'
779,Arabic,b'Asfour'
780,Arabic,b'Sarraf'
781,Arabic,b'Naifeh'
782,Arabic,b'Toma'
783,Arabic,b'Asghar'
784,Arabic,b'Abboud'
785,Arabic,b'Issa'
786,Arabic,b'Sabbag'
787,Arabic,b'Sabbagh'
788,Arabic,b'Isa'
789,Arabic,b'Koury'
790,Arabic,b'Kattan'
791,Arabic,b'Shamoon'
792,Arabic,b'Rahal'
793,Arabic,b'Kalb'
794,Arabic,b'Naser'
795,Arabic,b'Masih'
796,Arabic,b'Sayegh'
797,Arabic,b'Dagher'
798,Arabic,b'Asker'
799,Arabic,b'Maroun'
800,Arabic,b'Dagher'
801,Arabic,b'Sleiman'
802,Arabic,b'Botros'
803,Arabic,b'Sleiman'
804,Arabic,b'Harb'
805,Arabic,b'Tahan'
806,Arabic,b'Tuma'
807,Arabic,b'Said'
808,Arabic,b'Hadad'
809,Arabic,b'Samaha'
810,Arabic,b'Harb'
811,Arabic,b'Cham'
812,Arabic,b'Atiyeh'
813,Arabic,b'Haik'
814,Arabic,b'Malouf'
815,Arabic,b'Bazzi'
816,Arabic,b'Harb'
817,Arabic,b'Malouf'
818,Arabic,b'Ghanem'
819,Arabic,b'Cham'
820,Arabic,b'Asghar'
821,Arabic,b'Samaha'
822,Arabic,b'Khouri'
823,Arabic,b'Nassar'
824,Arabic,b'Rahal'
825,Arabic,b'Baz'
826,Arabic,b'Kalb'
827,Arabic,b'Rahal'
828,Arabic,b'Gerges'
829,Arabic,b'Cham'
830,Arabic,b'Sayegh'
831,Arabic,b'Shadid'
832,Arabic,b'Morcos'
833,Arabic,b'Shamoon'
834,Arabic,b'Hakimi'
835,Arabic,b'Shamoon'
836,Arabic,b'Qureshi'
837,Arabic,b'Ganim'
838,Arabic,b'Shadid'
839,Arabic,b'Khoury'
840,Arabic,b'Boutros'
841,Arabic,b'Hanania'
842,Arabic,b'Antoun'
843,Arabic,b'Naifeh'
844,Arabic,b'Deeb'
845,Arabic,b'Samaha'
846,Arabic,b'Awad'
847,Arabic,b'Asghar'
848,Arabic,b'Awad'
849,Arabic,b'Saliba'
850,Arabic,b'Shamoun'
851,Arabic,b'Mikhail'
852,Arabic,b'Hakimi'
853,Arabic,b'Mikhail'
854,Arabic,b'Cham'
855,Arabic,b'Halabi'
856,Arabic,b'Sarkis'
857,Arabic,b'Kattan'
858,Arabic,b'Nazari'
859,Arabic,b'Safar'
860,Arabic,b'Morcos'
861,Arabic,b'Khoury'
862,Arabic,b'Essa'
863,Arabic,b'Nassar'
864,Arabic,b'Haik'
865,Arabic,b'Shadid'
866,Arabic,b'Fakhoury'
867,Arabic,b'Najjar'
868,Arabic,b'Arian'
869,Arabic,b'Botros'
870,Arabic,b'Daher'
871,Arabic,b'Saliba'
872,Arabic,b'Saliba'
873,Arabic,b'Kattan'
874,Arabic,b'Hajjar'
875,Arabic,b'Nader'
876,Arabic,b'Daher'
877,Arabic,b'Nassar'
878,Arabic,b'Maroun'
879,Arabic,b'Harb'
880,Arabic,b'Nassar'
881,Arabic,b'Antar'
882,Arabic,b'Shammas'
883,Arabic,b'Toma'
884,Arabic,b'Antar'
885,Arabic,b'Koury'
886,Arabic,b'Nader'
887,Arabic,b'Botros'
888,Arabic,b'Bahar'
889,Arabic,b'Najjar'
890,Arabic,b'Maloof'
891,Arabic,b'Salib'
892,Arabic,b'Malouf'
893,Arabic,b'Mansour'
894,Arabic,b'Bazzi'
895,Arabic,b'Atiyeh'
896,Arabic,b'Kanaan'
897,Arabic,b'Bishara'
898,Arabic,b'Hakimi'
899,Arabic,b'Saliba'
900,Arabic,b'Tuma'
901,Arabic,b'Mifsud'
902,Arabic,b'Hakimi'
903,Arabic,b'Assaf'
904,Arabic,b'Nassar'
905,Arabic,b'Sarkis'
906,Arabic,b'Bitar'
907,Arabic,b'Isa'
908,Arabic,b'Halabi'
909,Arabic,b'Shamon'
910,Arabic,b'Qureshi'
911,Arabic,b'Bishara'
912,Arabic,b'Maalouf'
913,Arabic,b'Srour'
914,Arabic,b'Boulos'
915,Arabic,b'Safar'
916,Arabic,b'Shamoun'
917,Arabic,b'Ganim'
918,Arabic,b'Abadi'
919,Arabic,b'Koury'
920,Arabic,b'Shadid'
921,Arabic,b'Zogby'
922,Arabic,b'Boutros'
923,Arabic,b'Shadid'
924,Arabic,b'Hakimi'
925,Arabic,b'Bazzi'
926,Arabic,b'Isa'
927,Arabic,b'Totah'
928,Arabic,b'Salib'
929,Arabic,b'Shamoon'
930,Arabic,b'Gaber'
931,Arabic,b'Antar'
932,Arabic,b'Antar'
